x1,x2,y
-500.0,-1.0,-0.0509424397851654
-497.995991983968,-0.995991983967936,1.8058025971916696
-495.9919839679359,-0.9919839679358716,0.0388464759297531
-493.9879759519038,-0.9879759519038076,-0.0926733801267535
-491.98396793587176,-0.9839679358717436,0.2924992870115717
-489.9799599198397,-0.9799599198396792,0.0107856576951372
-487.9759519038077,-0.9759519038076152,-0.1654854080405993
-485.9719438877755,-0.9719438877755512,0.1476788908579313
-483.96793587174346,-0.9679358717434868,-0.0165272871546552
-481.9639278557114,-0.9639278557114228,-0.3651357542456208
-479.95991983967934,-0.9599198396793588,0.0864298800693445
-477.9559118236473,-0.9559118236472944,-0.0474391428430792
-475.9519038076152,-0.9519038076152304,166.9481603766596
-473.9478957915832,-0.9478957915831664,0.0478126153376062
-471.9438877755511,-0.9438877755511024,-0.088587633856687
-469.93987975951904,-0.939879759519038,0.3756760624909258
-467.935871743487,-0.935871743486974,0.017142875777549
-465.9318637274549,-0.93186372745491,-0.156505795457796
-463.92785571142286,-0.9278557114228456,0.1763669234808335
-461.9238476953908,-0.9238476953907816,-0.01178897933024
-459.91983967935874,-0.9198396793587176,-0.3209154004952787
-457.9158316633267,-0.9158316633266532,0.1021370602234968
-455.91182364729457,-0.9118236472945892,-0.043552958977623
-453.9078156312625,-0.9078156312625252,-2.0880015673273946
-451.9038076152305,-0.9038076152304608,0.0580114349680629
-449.8997995991984,-0.8997995991983968,-0.084384386702809
-447.89579158316633,-0.8957915831663327,0.4996588172825613
-445.8917835671343,-0.8917835671342685,0.0243232620848547
-443.8877755511022,-0.8877755511022044,-0.1484860728769138
-441.88376753507015,-0.8837675350701403,0.2116896998939384
-439.8797595190381,-0.8797595190380761,-0.0064530586914335
-437.875751503006,-0.875751503006012,-0.288694558087937
-435.871743486974,-0.8717434869739479,0.1204151638945864
-433.8677354709419,-0.8677354709418837,-0.0392355761763126
-431.86372745490985,-0.8637274549098196,-1.0972185045445346
-429.8597194388777,-0.8597194388777555,0.0696107438670314
-427.8557114228457,-0.8557114228456915,-0.0799865422782129
-425.8517034068136,-0.8517034068136273,0.7032414715455255
-423.8476953907816,-0.8476953907815632,0.0324150312038015
-421.8436873747495,-0.8436873747494991,-0.1410993899887539
-419.83967935871743,-0.8396793587174349,0.2559685096654672
-417.8356713426854,-0.8356713426853708,-0.0004625908256467
-415.8316633266533,-0.8316633266533067,-0.2638832782253683
-413.82765531062125,-0.8276553106212425,0.1417929429388811
-411.8236472945892,-0.8236472945891784,-0.0344394111922489
-409.81963927855713,-0.8196392785571143,-0.7689685274296612
-407.8156312625251,-0.8156312625250501,0.0828086745748463
-405.811623246493,-0.811623246492986,-0.0753265357163086
-403.8076152304609,-0.8076152304609219,1.0978968655656007
-401.8036072144289,-0.8036072144288577,0.0415163298277872
-399.7995991983968,-0.7995991983967936,-0.1341036033881051
-397.7955911823648,-0.7955911823647295,0.3127904852476454
-395.7915831663327,-0.7915831663326653,0.0062424979335711
-393.7875751503006,-0.7875751503006012,-0.2438966344464856
-391.7835671342685,-0.7835671342685371,0.1669615937212257
-389.7795591182365,-0.779559118236473,-0.0291173284631166
-387.7755511022044,-0.7755511022044088,-0.6046091806364988
-385.7715430861724,-0.7715430861723447,0.0978423757176079
-383.7675350701403,-0.7675350701402806,-0.0703442197216551
-381.7635270541082,-0.7635270541082164,2.1883094192074357
-379.7595190380762,-0.7595190380761523,0.0517374227089807
-377.7555110220441,-0.7555110220440882,-0.1273139620442425
-375.75150300601206,-0.751503006012024,0.3880210878435612
-373.74749498998,-0.7474949899799599,0.013726011257016
-371.743486973948,-0.7434869739478958,-0.2271639780378484
-369.7394789579158,-0.7394789579158316,0.1968464806895022
-367.7354709418838,-0.7354709418837675,-0.0232223664001867
-365.7314629258517,-0.7314629258517034,-0.5053270575993551
-363.7274549098197,-0.7274549098196392,0.115000012301753
-361.7234468937876,-0.7234468937875751,-0.0649853687387089
-359.7194388777555,-0.719438877755511,19.57323901591901
-357.71543086172346,-0.7154308617234469,0.0632035968185379
-355.7114228456914,-0.7114228456913828,-0.1205859702982747
-353.70741482965934,-0.7074148296593187,0.4919728809078271
-351.7034068136273,-0.7034068136272545,0.0220562839035978
-349.6993987975952,-0.6993987975951904,-0.2126733818527099
-347.6953907815631,-0.6953907815631263,0.2327205603447195
-345.6913827655311,-0.6913827655310621,-0.0167074280103146
-343.687374749499,-0.687374749498998,-0.4383003676496741
-341.683366733467,-0.6833667334669339,0.1346375729016578
-339.67935871743487,-0.6793587174348698,-0.0592005803117928
-337.67535070140286,-0.6753507014028056,-3.176384286737077
-335.67134268537075,-0.6713426853707415,0.0760590341830314
-333.6673346693387,-0.6673346693386774,-0.113804269927123
-331.6633266533066,-0.6633266533066133,0.6446324364340777
-329.65931863727457,-0.6593186372745492,0.0313072609543003
-327.6553106212425,-0.6553106212424851,-0.199741899284021
-325.65130260521045,-0.6513026052104209,0.276390625914032
-323.6472945891784,-0.6472945891783568,-0.0095248950209301
-321.64328657314627,-0.6432865731462927,-0.3894851688922186
-319.63927855711427,-0.6392785571142285,0.1572028027195828
-317.6352705410821,-0.6352705410821644,-0.0529444220310599
-315.63126252505015,-0.6312625250501003,-1.5439351639839989
-313.62725450901803,-0.6272545090180361,0.0904720002586699
-311.623246492986,-0.623246492985972,-0.1068752012905312
-309.6192384769539,-0.6192384769539079,0.8905202749796134
-307.61523046092185,-0.6152304609218437,0.0415599393500633
-305.6112224448898,-0.6112224448897796,-0.1878910371792972
-303.60721442885773,-0.6072144288577155,0.3305171964567307
-301.60320641282567,-0.6032064128256514,-0.0016261249928794
-299.5991983967936,-0.5991983967935872,-0.3518637336441191
